SO2,NO2,PM10,PM2.5,O3,CO,temp,humi,press,w_speed,w_dir,aqi
17,94,114,66,87,1,24.7,65,1017.3,1.2,33.2,86.66321
17,82,125,73,173,1,25.7,60,1016.7,1.5,43.8,91.93768
16,50,130,81,234,0.9,27,53,1015.8,1.5,40.9,113.37446
13,21,84,69,190,0.7,27.4,46,1014.8,1.8,54.9,99.2746
13,17,58,33,192,0.6,27.8,44,1014,1.6,44.5,91.92719
13,18,59,35,199,0.6,28,44,1013.7,1.4,65.7,95.64398
12,27,64,27,203,0.6,27.5,45,1013.8,1.4,71.6,97.461426
11,63,76,33,146,0.7,26.7,48,1014.1,0.7,76.5,69.361336
10,94,89,40,78,0.8,25.4,52,1014.8,0.3,262.6,81.10197
9,66,92,49,84,1,24.4,54,1015.5,0.4,259.9,70.436874
8,48,86,51,92,0.8,23.7,57,1016,0.4,251.4,66.02909
8,125,86,50,8,1.3,23.3,62,1016.6,0.5,220.6,91.88069
8,136,116,59,1,1.4,22.8,64,1017,0.6,237.6,105.27768
10,152,134,63,1,1.7,22.5,67,1017.4,0.3,226.7,116.49284
10,149,146,83,1,1.5,22.4,71,1017.5,0.4,236.7,118.56691
9,127,160,96,4,1.4,21.7,76,1017.5,0.3,256.1,117.249466
8,85,155,102,17,1.2,21.4,81,1017.1,0.3,292.1,108.3984
7,54,117,106,29,1,21.5,83,1016.9,0.4,257.7,112.1179
8,46,95,87,31,0.9,21.6,84,1016.9,0.3,261.4,95.25687
8,77,99,80,5,1.1,21.5,85,1017.3,0.4,39.7,90.20947
12,145,142,100,2,1.8,21.6,78,1018.6,0.8,329,124.74653
15,167,189,130,4,2,22.6,72,1019.2,1,355.2,149.91692
15,150,162,126,17,1.4,24.3,62,1019.8,1.3,16.7,140.70183
16,78,110,80,71,0.9,25.6,54,1019.8,2.2,40.3,88.509895
16,30,94,44,230,0.7,27.7,48,1016.7,2,53,110.593704
15,24,83,47,200,0.6,28.1,45,1015.9,2,60.3,95.681145
14,25,62,37,166,0.6,28.3,43,1015.5,1.8,43.9,77.93061
14,43,94,28,148,0.8,27.8,45,1015.6,1.2,335.7,69.985794
13,46,105,48,134,0.9,26.6,48,1016,1.4,337.4,73.21245
13,46,118,54,114,1,25.5,50,1016.7,2.1,348,77.71651
13,36,112,62,101,1,24.6,52,1017.6,2.1,11.6,76.59271
13,37,104,63,84,1,23.8,54,1018.5,1.5,7.5,75.42685
12,38,98,66,73,1,23.5,55,1018.9,1.4,2.6,76.78178
11,37,96,61,63,1,23.1,55,1019.3,1.8,4.2,73.045784
10,40,99,65,51,1.1,22.5,56,1019.5,1.4,350.6,76.03004
10,38,84,61,50,1.1,22,57,1019.6,1.6,352.9,72.1461
8,29,75,50,52,1,20.9,60,1019.2,1.8,9.6,63.091305
8,28,75,49,49,1,20.3,61,1018.9,2.2,16.9,62.578068
8,26,71,46,49,1,19.8,62,1019,2.2,21.5,60.11589
8,26,59,42,46,1,19.5,62,1019.5,1.9,30.4,55.480465
8,28,57,38,42,0.9,19.3,62,1020.1,2.1,19.7,52.658226
8,36,54,35,32,1,19.2,62,1020.7,2,28,49.988182
9,38,58,33,35,1,19.4,61,1021.2,2,17.9,50.39739
9,37,58,32,39,1,19.8,60,1021.7,2.1,27.7,50.29845
10,39,65,30,46,1,20.4,58,1021.4,1.9,22,52.87781
11,41,70,34,56,1,21.1,58,1020.8,1.7,29.3,55.705746
14,33,69,39,105,1,22.2,55,1019.5,1.6,44.6,57.00043
13,30,88,44,132,0.9,23.5,52,1018.1,1.4,9.3,65.080666
12,28,97,44,147,0.9,24.1,52,1017.2,1.3,12.2,69.63836
12,37,92,50,140,0.9,24.5,51,1016.6,1,10.8,68.31831
12,40,94,50,148,0.9,24.6,52,1016.6,0.8,358.7,69.73763
12,59,95,54,119,1.1,23.9,55,1016.8,0.7,36.5,71.219826
15,103,102,53,41,1.3,23.1,55,1017.2,0.8,285.3,86.959625
15,122,115,60,11,1.3,22.7,55,1017.9,0.6,275.8,98.42828
16,112,122,63,12,1.3,22.6,55,1018.3,0.8,302.3,96.39042
16,109,118,63,8,1.3,22.3,56,1018.6,0.8,332.4,93.93824
17,102,114,65,7,1.3,22.2,57,1018.8,0.5,292.9,89.659676
16,97,107,61,6,1.3,21.9,59,1018.8,0.5,17,85.76095
24,61,85,48,9,1.1,20.7,67,1019.2,1.4,62.4,64.06087
37,50,78,45,31,1.1,21.7,62,1019.8,2.2,58.2,60.429317
29,41,77,39,51,1,22.7,58,1020,1.8,33.4,58.6654
26,36,82,41,73,0.9,23.6,56,1019.6,1.5,27.6,61.34229
23,32,75,43,94,0.9,24.6,53,1018.9,1.4,29.1,60.170994
19,34,66,42,115,0.9,25.7,50,1017.8,1.4,12,57.601536
16,36,65,41,131,0.9,26.5,49,1016.6,1.1,6.5,59.949043
14,44,91,44,148,1,26.7,48,1015.9,1.6,357,68.513275
13,47,97,52,167,1,26.8,47,1015.8,1.3,326.4,76.995056
11,44,104,51,180,1,26.2,49,1016.1,1.4,357.5,83.82715
12,55,103,48,156,1,25.6,51,1016.6,1.2,345.8,75.00731
12,67,116,49,114,1.1,24.9,53,1017.2,0.9,328.3,78.48289
12,56,107,53,86,1,24.6,56,1018,1.3,337.3,73.83758
12,61,95,54,56,1,23.8,57,1018.8,1.8,355.4,69.24482
13,43,75,52,52,0.9,22.9,55,1019.4,2.3,348.5,64.0989
13,43,76,34,36,0.9,21.7,55,1019.8,2.3,348.6,57.301907
12,39,68,31,24,0.8,20.3,56,1019.9,2.4,351.6,53.399147
11,38,47,24,13,0.8,19.1,56,1019.9,2.5,343.6,46.130848
11,36,46,21,4,0.9,17.3,59,1020.4,2.7,345.8,45.02223
10,34,45,21,2,0.9,16.7,61,1020.6,2.3,351.6,44.060665
10,33,43,16,1,0.9,16.4,62,1021.1,2.3,354.1,43.229786
10,32,33,13,1,0.9,16.1,62,1021.6,2.2,352,39.786953
10,27,32,10,5,0.9,16.3,60,1022.9,2.5,6.9,37.589138
9,21,29,6,13,0.9,16.6,56,1023.6,3,14.7,34.570293
10,20,31,5,15,0.9,16.7,55,1024.2,2.7,356.7,35.14742
10,20,29,7,16,0.9,17,54,1024.2,2.7,358.2,34.185295
8,36,50,16,65,0.9,19.6,48,1019.8,2.1,351.8,46.842533
8,32,39,11,56,0.9,18.8,50,1020,2.4,0.1,41.96928
9,32,30,14,46,0.9,18,51,1020.8,2.6,3.2,38.861748
9,37,40,16,33,0.9,17.3,53,1021.7,2,4.8,43.9529
9,38,34,11,29,0.9,16.7,54,1022.1,2.4,10.3,42.660362
8,34,31,18,33,0.8,16,56,1022.2,2.2,23.1,40.111588
7,27,27,9,37,0.8,15.5,56,1022.2,2.5,16.6,36.566765
7,29,19,10,35,0.7,15,57,1022.2,2,15.3,34.9174
7,25,19,11,39,0.7,15,56,1022.2,2.3,13.3,33.29736
6,24,23,9,39,0.7,14.9,56,1022,2.2,6.8,34.398193
7,23,20,9,39,0.7,14.6,57,1022,2.3,12.2,32.906727
7,23,25,11,38,0.7,14.6,58,1022,2.3,9.8,34.82291
7,24,19,8,36,0.7,14.5,58,1022.2,2.3,6,33.01693
7,27,22,8,32,0.7,14.4,58,1022.9,2.2,10.2,35.155506
7,31,22,7,27,0.8,14.4,58,1023.3,2.3,7,36.665775
8,34,29,12,24,0.8,14.6,58,1023.8,2,6.4,39.736477
8,31,35,12,29,0.8,15.4,56,1024.1,2.1,14.1,40.428696
8,30,37,11,36,0.8,16.4,54,1024,2.3,23.6,40.701122
8,27,46,13,51,0.8,17.5,52,1022.9,2.3,32.8,43.137146
8,29,41,20,64,0.8,18.3,50,1021.7,2,49.3,43.06021
8,33,43,16,73,0.8,19.5,49,1020.5,1.5,27.3,43.951878
8,33,55,20,90,0.8,20,49,1019.4,1.5,35.5,49.347527
8,35,50,21,99,0.8,20.2,50,1018.9,1.8,45.7,49.644867
10,44,62,21,91,0.9,20.2,51,1018.8,1.7,65.1,53.28331
12,52,59,24,75,1,19.6,54,1019,1.8,71.3,54.958195
14,63,65,27,46,1,18.9,58,1019.4,1.4,57.7,60.888058
12,66,64,29,32,1,18.6,59,1019.8,1.3,34.4,62.011074
13,72,65,28,18,1,18.2,61,1020.2,1.5,31.9,64.64077
12,79,73,35,4,1.1,17.9,64,1020.3,1.3,28.2,69.72539
17,65,71,35,1,1,16.6,68,1020.7,1.4,30.6,62.9208
15,60,53,26,1,1,16.3,68,1020.5,1.5,34.1,55.885456
14,50,43,24,2,1,15.9,67,1020.2,2,40,48.961796
13,48,42,19,2,1,15.7,67,1020.4,1.8,41.7,48.194088
13,44,38,22,4,0.9,15.6,67,1020.7,2.1,29,45.345318
12,47,40,19,1,1,15.7,67,1021,1.6,32.1,47.311924
13,44,38,22,5,1,15.9,66,1021.3,1.8,32.3,45.209354
13,40,44,18,12,1.1,16.4,64,1021.6,2.1,28.4,45.52398
13,37,47,25,19,1,17.1,62,1021.8,2.2,25.1,45.13842
13,42,51,20,28,1,18.3,59,1021.5,2.1,34.9,48.55555
13,40,59,28,51,1,20,54,1020.5,1.9,63,50.682056
14,34,70,33,87,0.9,21.1,52,1019.2,2.3,64.6,55.946075
12,31,62,31,130,0.8,22.1,50,1017.8,1.7,63.7,59.795147
12,31,68,31,174,0.8,22.8,48,1016.7,1.8,57.3,81.93461
12,34,70,39,205,0.8,23.2,47,1016.1,1.5,70.5,97.995674
12,41,78,38,205,0.9,23.1,48,1016,1.1,34.3,97.99935
12,54,85,45,176,0.9,22.3,52,1016.1,0.7,11.8,82.272865
12,69,97,49,127,1.1,21.2,56,1016.2,0.3,301,72.58627
11,73,99,58,96,1.2,20.6,57,1016.5,0.3,276.8,74.51054
13,92,114,66,50,1.2,20.3,58,1016.9,0.3,277.7,86.26505
14,106,102,62,26,1.3,20,59,1017,0.4,327.6,88.25907
14,116,117,56,5,1.3,19.5,61,1017.2,0.6,307.2,96.98905
15,108,101,64,2,1.2,19.1,62,1017.3,0.6,291,90.03311
16,100,104,57,1,1.2,18.8,62,1017.3,0.6,302.8,86.310555
17,87,89,57,3,1.1,18.6,63,1017.6,0.7,334.9,77.948616
20,83,78,46,2,1.1,18.4,64,1017.4,0.6,340.1,71.293396
14,78,94,48,3,1.3,18.1,71,1017.4,0.3,267.8,74.89483
18,83,93,52,12,1.3,20.2,60,1017.8,0.9,354.4,75.805084
21,66,93,49,37,1.2,21.2,55,1018.1,1.1,346,68.79102
20,67,89,37,48,1.1,22.1,53,1018,1.6,359.5,68.65797
18,59,83,41,67,1.1,23.1,50,1017.5,2,348.7,63.69241
18,44,82,41,91,1,23.8,47,1016.6,2,2.1,62.153378
17,36,72,34,106,0.9,24.5,46,1015.7,2.1,343.3,57.56207
16,27,66,31,116,0.9,24.8,44,1015.2,2.1,353.7,55.177536
16,28,70,28,117,0.9,24.7,44,1015.2,2.3,342.7,56.381016
14,25,71,28,118,0.9,24,46,1015.5,2.5,334.8,57.005558
13,34,67,26,94,0.9,22.7,50,1016.2,2.3,357,54.22868
12,35,68,30,66,1,21.1,52,1017,3,346.1,54.143288
12,34,78,31,43,1,19.5,54,1018,2.8,346.2,56.80859
10,33,61,27,34,0.9,18.6,54,1018.8,2.5,337.1,50.110725
10,34,53,20,27,0.9,17.8,54,1019.5,2.8,351.5,46.617496
12,38,47,15,21,1,17.5,54,1020.2,2.5,351.9,46.056858
11,33,45,17,20,0.9,16.5,55,1020.8,2.8,337.6,43.64855
11,32,36,15,18,0.9,15.6,56,1020.9,2.5,346.6,40.47343
11,29,22,10,18,0.9,15.2,58,1021.1,2.8,353.4,35.04778
10,27,30,14,17,0.9,14.8,59,1021,2.9,348.6,36.792915
10,27,31,13,16,0.8,14.2,60,1020.9,3,354.4,37.27641
11,26,26,10,16,0.8,13.6,61,1021.2,2.7,354.4,35.256054
10,26,26,10,18,0.8,13.3,60,1021.6,3.1,355.7,35.400326
11,26,30,10,17,0.9,13.1,60,1022.1,2.9,352.8,36.39811
10,29,28,17,13,0.9,13.3,60,1022.8,2.4,353.7,36.83369
10,22,29,14,22,0.9,13.9,58,1023.5,3.3,10.8,35.588894
10,16,42,13,33,0.9,14.6,54,1023.8,3.6,4.6,39.861755
10,17,47,13,73,0.9,16.4,46,1021.7,3.4,357.7,44.003716
9,15,46,13,87,0.9,17.2,44,1020.6,2.9,352.9,45.86409
9,18,42,13,93,0.9,18,41,1020,2.5,347.3,46.479992
9,20,59,19,94,0.8,18.2,40,1019.9,3,350.7,50.37914
9,24,54,19,89,0.8,18.1,39,1020.1,2.6,3.7,48.314274
9,29,52,21,82,0.8,17.7,38,1020.7,2.5,4.5,47.634697
9,33,50,20,74,0.8,17.2,38,1021.3,2.4,12.9,46.933514
10,36,54,20,66,0.8,16.8,39,1021.9,2.1,6.7,48.307438
9,30,43,26,73,0.7,16.4,31,1022.2,2.2,12,45.094814
8,28,41,21,75,0.6,16,29,1022.4,2.4,13.7,43.72085
8,28,42,19,75,0.6,15.4,28,1022.6,2.5,19,43.79025
9,26,40,20,75,0.6,14.8,30,1022.5,2.2,8.2,42.981506
8,27,39,23,73,0.6,14.2,30,1022.5,2.2,2.5,43.125145
10,21,40,20,81,0.6,13.6,32,1022.4,2.6,4.4,43.15499
10,19,53,24,85,0.6,13,33,1022.2,2.6,7.2,47.632618
10,20,48,31,85,0.7,12.6,34,1022.2,2.4,12.7,47.802372
10,19,46,33,86,0.7,12.3,34,1022.4,2.5,15.4,47.766777
11,23,51,32,79,0.7,12.2,35,1022.8,2.2,8.5,48.927418
11,28,40,33,72,0.7,12.3,35,1023.3,2.6,14.9,47.163906
11,36,47,34,66,0.7,12.1,35,1023.8,2.3,7.4,48.523624
10,36,42,31,67,0.7,12.8,32,1024.4,2.2,10.5,46.21963
10,27,54,36,81,0.6,13.9,27,1024.8,3.1,16.1,51.225224
9,26,42,24,83,0.6,15,25,1024.5,2.7,25.6,44.523697
9,25,49,27,90,0.6,15.8,24,1023.6,2.6,12.3,47.580204
9,24,54,23,98,0.6,16.8,22,1021.9,2.3,351.2,50.120087
9,24,47,20,110,0.6,17.6,22,1020.8,2.3,13.1,52.504337
9,23,51,27,118,0.6,18.4,20,1020.3,1.8,357.5,55.313114
9,25,54,25,118,0.6,18.7,20,1019.8,1.7,352.2,55.6701
9,31,57,23,106,0.6,18.5,21,1019.8,1.6,13.1,52.633934
10,54,58,22,75,0.7,17.8,24,1020.1,1,16.1,56.213306
10,74,61,23,48,0.7,17,27,1020.6,0.9,349.6,65.148766
9,73,60,28,41,0.8,16.5,28,1021.2,0.7,2.7,64.26328
11,111,83,29,4,0.9,15.8,30,1021.9,0.9,354.4,86.291405
12,102,96,39,11,0.9,15.5,32,1022.3,1.2,5.8,86.259186
11,72,75,39,34,0.8,15.1,33,1022.4,1.1,5.5,67.894485
11,60,60,35,41,0.7,14.8,33,1022.3,1.2,6.9,58.64581
10,66,58,31,31,0.8,14.4,34,1022.4,1,4.3,60.59692
10,50,52,33,55,0.7,14,33,1022.7,1.4,4.7,52.327103
10,36,48,29,74,0.6,13.7,33,1022.5,1.6,9.2,47.992584
10,34,56,29,75,0.6,13.4,33,1022.5,1.4,8.5,50.594734
11,40,56,28,67,0.7,13.1,35,1022.6,1.7,7.5,50.64597
11,39,53,31,64,0.7,12.8,36,1022.6,1.7,2.2,49.805447
12,50,56,34,50,0.7,12.5,38,1023.3,1.3,13.4,53.269814
12,50,59,36,52,0.8,12.7,37,1023.8,1.8,7.3,54.00765
13,44,58,40,63,0.8,13.9,33,1024.4,2.1,10,53.59071
13,33,63,41,78,0.8,15.4,28,1024.6,2.1,18.3,55.227535
12,29,60,36,87,0.7,16.5,25,1024.3,2.8,28,53.19668
12,29,59,31,90,0.7,17.7,23,1023.2,2.6,28.6,51.736336
11,27,54,30,99,0.7,18.6,21,1021.8,2.4,2,50.018856
11,25,60,25,110,0.7,19.1,20,1020.7,2.4,347.2,53.655994
10,23,60,31,116,0.7,19.7,19,1019.9,2.4,354.6,55.377293
10,23,57,30,111,0.6,20.3,18,1019.6,2.6,0.4,53.736923
10,27,59,19,102,0.6,20.2,18,1019.6,2.5,11.4,52.197674
11,43,56,19,80,0.7,19.6,20,1019.8,1.6,352.9,51.176655
14,69,74,24,44,0.8,18.5,21,1020.6,1.2,326.1,66.516975
13,72,79,31,36,0.8,17.9,22,1021.1,1.2,339,69.17983
12,99,80,34,10,0.8,17.3,24,1021.7,1.2,16.5,80.33678
11,94,79,33,11,0.8,16.8,26,1022.1,1.3,14.9,78.21274
10,73,67,32,27,0.7,16.5,26,1022.4,1.2,26.3,66.33576
10,56,45,25,43,0.6,16.4,24,1022.4,1.9,7.8,52.980427
10,34,39,20,74,0.6,16.2,22,1022.4,2.5,5.4,43.405235
12,26,38,23,78,0.6,15.8,24,1022.3,2,9.4,42.69012
12,25,45,23,78,0.6,15.7,25,1022.3,2.4,2.1,45.0146
12,24,39,20,78,0.6,15.5,25,1022.2,2,14.4,42.408466
12,22,42,28,76,0.6,15.4,25,1021.8,2,11.3,45.1318
12,24,42,23,73,0.6,15.3,24,1021.8,2.2,12.4,43.684315
12,30,42,21,64,0.6,15.1,24,1022.2,2,10,43.714283
12,37,39,18,58,0.6,15.2,24,1023,1.7,7.7,43.46666
12,40,46,18,55,0.6,15.4,23,1023.7,2.1,14.3,46.880856
12,41,50,20,54,0.6,15.8,23,1024.4,2,13.1,48.46739
12,38,55,22,60,0.6,16.5,22,1024.3,2.3,22.7,49.069565
12,38,52,20,63,0.6,17,22,1023.9,2.4,24.6,47.91689
12,33,55,26,70,0.6,17.6,22,1023.2,2.2,11.1,49.46
11,32,48,25,76,0.6,17.7,21,1022.1,2.2,7.4,47.044613
11,31,52,25,79,0.6,17.9,21,1021.9,2.3,14.5,48.436966
10,33,56,26,78,0.6,17.9,21,1021.9,2.3,27.3,50.18146
11,41,56,23,68,0.6,17.7,22,1022.2,2,15.1,50.394978
10,41,57,23,66,0.6,17.6,22,1022.7,2,16.5,50.86209
10,48,58,26,54,0.6,17.4,22,1023.2,1.3,32,53.842506
10,78,54,24,18,0.7,17.2,25,1023.7,1.2,40.5,64.55227
11,89,75,30,8,0.7,17,27,1024.5,0.8,33.8,75.21461
12,92,80,28,2,0.8,16.7,31,1024.5,1.3,44.2,77.80329
13,88,81,34,3,0.8,16.5,33,1025.1,1,27.9,76.138596
15,83,83,38,8,0.8,16.3,32,1024.6,1.3,50.1,74.315926
16,82,82,36,6,0.8,16,33,1024.3,1.2,34.2,73.53803
15,63,77,37,32,0.7,16.1,28,1024.2,1.9,23.7,64.5716
11,19,61,33,81,0.5,16.2,19,1023.9,2.9,23.1,52.579975
10,16,53,22,81,0.5,15.9,17,1023.8,2.9,26.5,47.003624
10,13,47,14,87,0.5,15.7,16,1023.8,3.1,20.8,45.87316
9,14,50,21,86,0.5,15.4,16,1024.2,3.2,11,46.719536
10,16,40,17,85,0.5,15.2,16,1024.6,3.1,12.6,44.378017
11,24,40,17,80,0.6,14.9,18,1025.1,2.8,10.1,42.855545
12,29,46,22,76,0.6,14.9,21,1025.6,3.1,10.9,45.57415
13,28,56,27,81,0.6,15.6,21,1026,3.1,10.3,49.776356
13,25,68,29,90,0.6,16.3,20,1025.9,3.2,10.2,54.231236
13,23,61,29,98,0.7,17.2,20,1025.2,3.3,5.1,51.772076
12,18,54,27,110,0.6,18,19,1023.9,3.1,355.6,53.129482
11,17,61,24,116,0.6,18.5,18,1022.7,3.2,7.9,55.535065
11,19,58,23,118,0.6,19.2,18,1022,2.9,1.5,55.855778
10,18,57,25,121,0.6,19.4,17,1021.7,3.2,0.4,56.790203
10,25,55,26,113,0.6,19.4,17,1021.8,2.8,4.7,54.125553
10,40,59,22,92,0.7,18.6,19,1022.3,2.3,16,51.808018
12,49,63,21,85,0.7,17.8,22,1022.7,2,0.6,55.5277
12,51,68,36,76,0.8,17.1,24,1023.3,1.7,3.7,57.265118
12,54,63,37,70,0.8,16.7,24,1023.7,1.6,12.8,56.787235
12,53,56,35,64,0.7,16.2,23,1024,1.7,21.8,54.395454
11,66,57,31,45,0.7,15.6,23,1024.2,1.6,23.3,60.23765
11,38,51,30,72,0.6,15.3,21,1024.1,2.3,10.5,49.2712
11,30,47,26,82,0.6,14.8,22,1023.9,2.4,12.3,46.843235
12,25,45,30,88,0.7,14.1,25,1024.2,1.8,9.6,46.892746
12,28,50,34,82,0.7,13.5,27,1024,2.1,3.5,49.40343
12,34,60,39,74,0.7,13,28,1024.1,1.8,5,53.761284
11,31,53,39,75,0.7,12.6,29,1024.1,1.9,359.7,52.584457
12,31,47,39,74,0.7,12.3,29,1024.4,2.1,5.9,52.502113
13,37,46,38,63,0.7,11.9,29,1024.9,1.8,11.4,51.51458
12,45,40,37,58,0.7,12,27,1025.6,1.8,12,50.359894
12,39,42,36,67,0.7,13.1,24,1026.2,2,9.1,49.615685
11,31,40,29,77,0.7,14.3,22,1026.3,2.1,11.9,44.965405
11,28,46,29,84,0.7,15.5,20,1026,2.4,19,46.77708
10,28,40,24,88,0.6,16.8,18,1024.9,2.8,29.6,45.16692
9,27,44,23,93,0.6,18.1,17,1023.6,3,20.9,47.208
9,23,44,24,101,0.6,19.1,16,1021.8,3.2,32.2,49.3718
9,24,47,22,107,0.6,19.8,16,1021.1,2,15.4,51.56297
9,27,45,21,110,0.6,20.2,17,1021,1.6,345.8,52.306267
9,29,55,22,109,0.7,20.1,18,1021.4,1.3,340.1,53.035027
10,54,65,27,76,0.8,19,20,1022,0.7,307.8,58.093204
10,75,72,32,46,0.8,17.6,22,1022.5,0.6,341.4,68.54001
10,80,66,35,31,0.8,17.3,23,1023.2,1.2,359.1,68.54679
12,78,76,32,28,0.8,16.7,25,1023.8,1.1,4.8,70.745476
11,67,72,33,40,0.8,16.4,24,1024.2,1.6,21.6,65.17887
9,42,44,28,63,0.6,16.2,22,1024.5,1.8,32.2,47.088062
10,62,45,17,41,0.6,15,26,1024.3,1.3,48.6,55.69309
10,83,41,21,19,0.6,14.1,30,1023.9,1.2,53.8,62.682575
10,63,47,26,42,0.6,13.9,29,1023.6,1.4,54.2,56.36451
10,51,45,26,52,0.6,13.5,30,1023.1,1.1,35.4,50.929363
9,35,38,22,64,0.6,13.4,32,1023.1,1.3,13.2,43.117867
9,34,50,23,60,0.6,12.8,35,1023.2,1.1,22.8,47.171326
10,40,44,23,53,0.7,12.5,36,1023.5,1.2,27.6,46.219654
10,41,44,31,52,0.7,12.2,36,1024.3,1.2,12.8,46.55814
11,48,40,26,46,0.7,12.4,37,1025,1.7,8.4,47.88444
10,94,58,35,6,0.9,15,33,1022.2,0.4,281.5,71.51338
9,87,76,39,9,0.8,14.3,36,1022.7,0.2,272.8,74.53424
9,91,77,38,5,0.7,14.2,37,1022.8,0.3,308.4,76.626396
9,93,83,36,4,0.7,14.2,38,1022.8,0.3,310.6,79.40301
10,103,76,38,1,0.7,14,37,1022.5,0.4,261.6,80.95281
10,96,73,37,1,0.8,13.8,44,1021.7,0.4,319.9,77.120674
17,94,120,62,1,1,13.4,54,1022.1,0.4,56.8,88.90395
23,93,125,64,7,0.9,15.1,42,1022.6,1,47,89.247856
23,94,96,55,14,0.8,16.4,36,1022.7,1,33.2,80.94829
21,73,73,45,43,0.6,17.3,30,1022.3,1.8,15.5,66.46179
22,69,66,39,52,0.6,18.3,28,1021.6,1.8,11.9,62.465965
20,57,62,45,68,0.6,18.9,26,1020.4,2.2,18.8,58.677906
18,41,58,36,83,0.5,19.1,24,1018.9,2.2,22.4,53.247044
17,50,50,30,79,0.5,19.4,23,1017.8,1.8,24.4,51.00212
16,49,81,32,82,0.5,20,22,1017.4,1.4,14.4,61.405228
14,61,68,25,69,0.5,19.9,23,1017.4,1.2,13.8,61.739788
14,88,63,30,31,0.6,18.9,26,1017.4,0.6,12.6,70.664055
12,110,84,32,3,1,17.8,31,1017.7,0.4,35.4,85.81162
12,106,94,43,1,1,17,35,1018.1,0.4,276.2,86.94875
14,104,90,45,2,0.9,16.3,36,1018.6,0.3,274.4,84.64501
14,100,87,51,1,0.9,16,37,1018.9,0.3,248.7,81.86598
13,112,117,46,1,1.2,14.5,49,1017.4,0.3,298.1,96.081894
16,122,132,61,1,1.4,14.4,46,1017.2,0.3,253.1,103.50736
18,124,160,80,1,1.5,14.1,47,1016.9,0.5,352.8,111.9799
20,116,166,85,1,1.4,14,48,1017,0.7,345,110.33216
17,109,170,92,1,1.3,13.6,51,1017.3,0.6,313.4,110.60322
18,101,147,92,1,1.3,14.1,48,1017.9,0.4,189,103.83385
20,103,125,74,4,1.1,16.3,41,1018.5,0.6,18.5,93.888115
17,101,114,65,53,0.8,21,28,1017.2,1,330.8,89.83217
16,70,67,51,82,0.7,21.5,26,1015.9,1,9.3,66.400085
16,87,81,40,79,0.8,22,26,1015,1,8,74.898964
16,79,86,51,99,0.8,21.8,26,1014.6,1.3,26.5,72.95641
16,71,82,55,107,0.7,22.1,25,1014.3,0.6,3.1,70.1388
16,104,86,52,67,0.9,20.9,28,1014.6,0.5,260,83.487434
15,117,100,67,41,1.1,19.2,33,1015.1,0.6,222.9,94.20583
14,154,109,69,9,1.4,17.7,40,1015.6,0.4,270.1,111.18131
14,134,125,83,9,1.3,17.2,41,1016,0.6,274.9,110.47181
16,158,114,83,1,1.3,17,39,1016.4,0.3,247.4,118.68888
17,155,118,86,2,1.2,17,39,1016.5,0.3,243.7,119.22481
19,121,154,104,1,1.4,14.2,58,1017.5,0.4,284.6,117.6581
23,118,131,99,6,1.3,16.2,48,1018.3,1,343.5,112.48127
24,121,136,87,15,1.2,17.4,44,1018.5,1.2,357.2,106.39078
21,136,127,83,23,1.2,19.3,38,1018.4,1.1,26.7,109.545235
21,97,111,72,52,0.8,20.8,30,1017.3,1.9,46,88.35237
21,66,79,46,80,0.7,22.3,26,1016.1,1.6,64.1,65.05848
22,41,63,41,141,0.7,22.8,24,1015.1,1.8,61.3,65.97153
20,44,70,37,165,0.7,23.5,24,1014.6,1.2,75.9,76.85072
18,45,75,48,176,0.7,23.8,25,1014.3,0.9,72.8,83.20438
18,48,81,50,182,0.7,24.1,25,1014.4,0.5,20.2,85.854904
16,76,110,51,137,1,22.3,30,1014.9,0.3,290.8,78.91207
15,80,125,73,104,1.2,19.9,36,1015.2,0.4,265.9,85.719246
14,79,105,73,91,1.1,18.9,38,1015.9,0.4,244.9,82.437546
13,126,109,71,36,1.4,17.7,44,1016.5,0.4,310.2,99.97881
13,163,114,74,6,1.5,17.9,45,1017.1,0.7,243,116.85869
13,111,131,80,1,1.5,15.1,76,1019.5,0.3,30.6,101.09731
18,108,114,74,7,1.3,17.1,63,1020,1.1,31.2,95.21183
21,97,109,77,26,1.1,18.3,58,1020.6,1.6,61.1,91.717674
21,79,91,63,54,1,19.5,54,1020.6,1.7,64.9,76.06168
22,60,90,59,95,0.9,20.7,47,1020.2,1.4,78.7,71.03393
24,36,67,53,131,0.7,22,34,1019.2,1.4,84.5,67.87881
20,26,51,39,133,0.7,22.6,29,1018.3,1.4,50.3,63.994186
17,19,61,36,142,0.7,23,27,1017.7,1.3,62.6,66.06317
16,21,53,31,151,0.6,23.1,26,1017.2,1.2,115.4,70.48296
16,36,57,30,167,0.7,22.7,30,1017.3,1.3,88.3,78.39863
15,62,87,41,153,0.8,21.8,35,1017.7,1.3,112.6,71.66451
13,68,82,50,110,0.9,20.4,40,1018,0.5,108.1,67.69991
13,91,83,49,55,0.9,19.6,45,1018.5,1,98.9,77.125725
13,86,91,46,37,0.9,19.1,51,1019.1,0.7,334.9,77.82213
12,116,85,47,4,1,17.9,59,1019.4,0.4,7.4,87.920395
13,107,87,48,9,1.1,17.8,62,1019.4,0.7,10.4,84.63624
13,97,87,50,16,1,17.8,65,1019.4,0.8,41,80.69143
